"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Structural Optimization on Superscalar Processors","X. Zhao","Dept. of Finance, Beihua Univ., Jilin","2008 International Conference on Computer Science and Software Engineering","22 Dec 2008","2008","3","","427","430","Superblock scheduling is a common technique to increase the level of instruction level parallelism (ILP) in generated code. Compared to a basic block, the superblock gives an optimizer or scheduler a longer range over which instructions can be moved. The bookkeeping necessary to execute that move is less than would be necessary inside an arbitrary trace region. Additionally, the process of forming superblocks generates more instructions that are eligible for movement. These factors combine to produce a significant increase in the ILP of a section of code. This work investigates the effect of structural optimization when targeting an x86 processor. We show that the effect of structural compilation to specialize the control flow for the typical path of execution is still beneficial.","","978-0-7695-3336-0","10.1109/CSSE.2008.574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4722376","Structural Optimization;Superscalar Processors","Processor scheduling;Dynamic scheduling;Parallel processing;Flow graphs;Linux;Computer science;Software engineering;Finance;Computer aided instruction;Concurrent computing","parallel processing;program compilers;scheduling","structural optimization;superscalar processors;superblock scheduling;instruction level parallelism;code generation;x86 processor;structural compilation","","","","4","IEEE","22 Dec 2008","","","IEEE","IEEE Conferences"
"Learning software engineering principles using open source software","J. Nandigam; V. N. Gudivada; A. Hamou-Lhadj","Grand Valley State University, Allendale, MI, US; Marshall University, Huntington, WV, US; Canada","2008 38th Annual Frontiers in Education Conference","22 Dec 2008","2008","","","S3H-18","S3H-23","Traditional lectures espousing software engineering principles hardly engage studentspsila attention due to the fact that students often view software engineering principles as mere academic concepts without a clear understanding of how they can be used in practice. Some of the issues that contribute to this perception include lack of experience in writing and understanding large programs, and lack of opportunities for inspecting and maintaining code written by others. To address these issues, we have worked on a project whose overarching goal is to teach students a subset of basic software engineering principles using source code exploration as the primary mechanism. We attempted to espouse the following software engineering principles and concepts: role of coding conventions and coding style, programming by intention to develop readable and maintainable code, assessing code quality using software metrics, refactoring, and reverse engineering to recover design elements. Student teams have examined the following open source Java code bases: ImageJ, Apache Derby, Apache Lucene, Hibernate, and JUnit. We have used Eclipse IDE and relevant plug-ins in this project.","2377-634X","978-1-4244-1969-2","10.1109/FIE.2008.4720643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4720643","Eclipse;Open source software;Source code exploration;Software engineering education","Software engineering;Open source software;Writing;Programming profession;Java;Computer science;Algorithm design and analysis;Software metrics;Reverse engineering;Application software","computer science education","open source software;source code exploration;software engineering education;students","","25","","15","IEEE","22 Dec 2008","","","IEEE","IEEE Conferences"
"FR010","M. Tranchero; C. Sansoe","Dipartimento di Elettronica, Politecnico di Turino, Torino, Italy; Dipartimento di Elettronica, Politecnico di Turino, Torino, Italy","2008 17th IEEE International Symposium on the Applications of Ferroelectrics","2 Dec 2008","2008","2","","1","2","This paper describes how a ferroelectric RAM from Ramtron has been used to increase the reliability of PiCPoT, a small satellite developed at Politecnico di Torino for educational purposes. It compares the FeRAM solution with respect to a FLASH one. The memories are used for saving housekeeping telemetry data while the satellite is far from the ground station. Due to the intrinsic radiation tolerance and the lower power consumption, FeRAM are very suitable for the application.","2375-0448","978-1-4244-2744-4","10.1109/ISAF.2008.4693722","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4693722","","Random access memory;Nonvolatile memory;Ferroelectric films;Satellites;Orbits;Reliability;Power supplies","","","","","","5","IEEE","2 Dec 2008","","","IEEE","IEEE Conferences"
"Evaluating the relation between changeability decay and the characteristics of clones and methods","A. Lozano; M. Wermelinger; B. Nuseibeh","Computing Department and Centre for Research in Computing, Open University, UK; Computing Department and Centre for Research in Computing, Open University, UK; Computing Department and Centre for Research in Computing, Open University, UK","2008 23rd IEEE/ACM International Conference on Automated Software Engineering - Workshops","25 Nov 2008","2008","","","100","109","In this paper we propose a methodology to evaluate if there is a relation between two code characteristics. The methodology is based on relative risk, an epidemiology formula used to analyze the effect of toxic agents in developing diseases. We present a metaphor in which the disease is changeability decay, measured at method level, and the toxic agent is a source code characteristic considered harmful. However, the formula assesses the strength of the relation between any toxic agent and any disease. We apply the methodology to explore cloning as a toxic agent that increases the risk of changeability decay. Cloning is a good agent to analyze given that although there is some evidence of maintainability issues caused by clones, we do not know which clones are harmful, or to what extent. We compare cloning with other possible dasiatoxic agentspsila, like having high complexity or having high fan-in. We also use the technique to evaluate which clone characteristics (like clone size) may indicate harmful clones, by testing such characteristics as toxic agents. We found that cloning is one of the method characteristics that affects the least changeability decay, and that none of the clone characteristics analyzed are related with changeability decay.","2151-0849","978-1-4244-2776-5","10.1109/ASEW.2008.4686327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4686327","","Cloning;Computer bugs;Diseases;Risk analysis;Testing;Phase measurement;Software measurement;Software maintenance;Application software","diseases;medical computing;software engineering","changeability decay;epidemiology formula;toxic agents;diseases;cloning;maintainability issues","","8","","22","IEEE","25 Nov 2008","","","IEEE","IEEE Conferences"
"Using n-grams to rapidly characterise the evolution of software code","A. Rainer; P. C. R. Lane; J. A. Malcolm; S. -B. Scholz","School of Computer Science, University of Hertfordshire College Lane Campus, Hertfordshire, UK; School of Computer Science, University of Hertfordshire College Lane Campus, Hertfordshire, UK; School of Computer Science, University of Hertfordshire College Lane Campus, Hertfordshire, UK; School of Computer Science, University of Hertfordshire College Lane Campus, Hertfordshire, UK","2008 23rd IEEE/ACM International Conference on Automated Software Engineering - Workshops","25 Nov 2008","2008","","","43","52","Text-based approaches to the analysis of software evolution are attractive because of the fine-grained, token-level comparisons they can generate. The use of such approaches has, however, been constrained by the lack of an efficient implementation. In this paper we demonstrate the ability of Ferret, which uses n-grams of 3 tokens, to characterise the evolution of software code. Ferretpsilas implementation operates in almost linear time and is at least an order of magnitude faster than the diff tool. Ferretpsilas output can be analysed to reveal several characteristics of software evolution, such as: the lifecycle of a single file, the degree of change between two files, and possible regression. In addition, the similarity scores produced by Ferret can be aggregated to measure larger parts of the system being analysed.","2151-0849","978-1-4244-2776-5","10.1109/ASEW.2008.4686320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4686320","","Software systems;Application software;Cloning;Software performance;Software measurement;Performance analysis;Information retrieval;Computer science;Educational institutions;Computer languages","software engineering;systems analysis","software code evolution;text-based approaches;Ferret ability;systems analysis","","5","","21","IEEE","25 Nov 2008","","","IEEE","IEEE Conferences"
"Analyzing Automated Maintenance architectures to provide flexible smart maintenance capabilities","C. Kirkos; R. Meseroll; G. Edwards; M. Fehskens","Naval Air Systems Command, Lakehurst, NJ, USA; Naval Air Systems Command, Lakehurst, NJ, USA; Naval Air Systems Command, Lakehurst, NJ, USA; Naval Air Systems Command, Lakehurst, NJ, USA","2008 IEEE AUTOTESTCON","31 Oct 2008","2008","","","382","388","The computing architecture of an Automated Maintenance Environment (AME) can foster or stunt the ability to employ smart maintenance practices. With software decision support technologies becoming more readily available, there is ample opportunity for diagnostic enhancement within AMEpsilas. Data analysis practices and informed decision support are enabled by an enhanced technical infrastructure, which includes data accessibility, common data formats, and sufficient computational capacity. This paper will explain the results of the IDATS teampsilas efforts in creating a lab architecture to facilitate diagnostic analysis and how it further applies in a functioning smart AME. Additionally, the paper will address the computing and decision support software requirements needed to perform efficient maintenance practices within the US Navy, as well as provide an analysis of the strengths and shortcomings of existing Navy AME architectures. Potential change-points or limitations resulting from the existing AME architecture will be identified. This analysis will recognize common data points within the AME that can be improved or augmented to benefit multiple aircraft platforms with the capability of enhanced common diagnostic techniques. The steps toward realizing a common, flexible maintenance capability were investigated by analyzing the structure of all current and in-development Navy aircraft AMEs, including the data storage format, the movement of data, and the network infrastructure. A common Navy AME architecture will facilitate timely insertion of new and enhanced diagnostic techniques as they are developed, providing the fleet with intelligent support equipment at the flight line.","1558-4550","978-1-4244-2225-8","10.1109/AUTEST.2008.4662645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4662645","Automated Maintenance Environment (AME);Computing Architecture;Data Mining;Text Mining;Web Services;SOA;Distributed Systems;Fleet Wide Readiness;Operational Availability","Maintenance engineering;Computer architecture;Servers;Aircraft;Data mining;Service oriented architecture;Software","data mining;decision support systems","automated maintenance architectures;flexible smart maintenance capabilities;software decision support technologies;computing architecture;data mining;text mining;Web services;distributed systems;operational availability","","2","","13","IEEE","31 Oct 2008","","","IEEE","IEEE Conferences"
"Towards a Benchmark for Evaluating Reverse Engineering Tools","L. J. Fülöp; P. Hegedus; R. Ferenc; T. Gyimóthy","Department of Software Engineering, University of Szeged, Hungary; Department of Software Engineering, University of Szeged, Hungary; Department of Software Engineering, University of Szeged, Hungary; Department of Software Engineering, University of Szeged, Hungary","2008 15th Working Conference on Reverse Engineering","24 Oct 2008","2008","","","335","336","In this paper we present work in progress towards implementing a benchmark called BEFRIEND (BEnchmark For Reverse engInEering tools workiNg on source coDe), with which the outputs of reverse engineering tools can be evaluated and compared easily and efficiently. Such tools are e.g. design pattern miners, duplicated code detectors and coding rule violation checkers. BEFRIEND supports different kinds of tool families, programming languages and software systems, and it enables the users to define their own evaluation criteria.","2375-5369","978-0-7695-3429-9","10.1109/WCRE.2008.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4656431","Benchmark;reverse engineering tools;tool evaluation","Benchmark testing;Reverse engineering;Accuracy;Cloning;Pattern recognition;Detectors;Java","reverse engineering;software tools","reverse engineering tools;BEFRIEND;source code;programming languages;software systems","","","","5","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"A Business Process Explorer: Recovering Business Processes from Business Applications","J. Guo; Y. Zou","School of Computing, Queen''s University Belfast, Kingston, ONT, Canada; Department of Electrical and Computer Engineering, Queen''s University Belfast, Kingston, ONT, Canada","2008 15th Working Conference on Reverse Engineering","24 Oct 2008","2008","","","333","334","A business process contains a set of logically related tasks executed to fulfill business goals. Business applications enable organizations to automatically perform their daily operations. Business processes and business applications keep on changing independently due to dynamic business environments. Therefore, business process definitions are rarely up-to-dated to reflect the processes deployed in business applications. This inconsistency creates difficulties for the communications between business analysts and software developers. We present a business process explorer tool which automatically recovers business processes from business applications and refines the process definitions by detecting business task clones which have similar functionality across processes.","2375-5369","978-0-7695-3429-9","10.1109/WCRE.2008.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4656430","","Business;Cloning;Software;XML;Organizations;Visualization;Books","business data processing;business process re-engineering","business process explorer;business process recovering;business applications;business task clones","","7","","5","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Benchmarking Technical Quality of Software Products","J. P. Correia; J. Visser","Software Improvement Group, Amsterdam, Netherlands; Software Improvement Group, Amsterdam, Netherlands","2008 15th Working Conference on Reverse Engineering","24 Oct 2008","2008","","","297","300","To enable systematic comparison of technical quality of (groups of) software products, we have collected measurement data of a wide range of systems into a benchmark repository. The measurements were taken over the course of several years of delivering software assessment services to corporations and public institutes. The granularity of the collected data follows the layered structure of a model for software product quality, based on the ISO/IEC 9126 international standard, which we developed previously. In this paper, we describe the design of our benchmark repository, and we explain how it can be used to perform comparisons of systems. To provide a concrete illustration of the concept without revealing confidential data, we use a selection of open source systems as example.","2375-5369","978-0-7695-3429-9","10.1109/WCRE.2008.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4656421","Software product quality;ISO/IEC 9126;benchmarking","Software;Benchmark testing;Complexity theory;Java;ISO;Web server;Fires","software metrics;software quality","software products technical quality;benchmark repository;software assessment services;open source systems","","15","","13","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Reconsidering Classes in Procedural Object-Oriented Code","M. U. Bhatti; S. Ducasse; M. Huchard","CRI-Univ. Paris 1 Sorbonne, France; INRIA-Lille Nord Europe, France; LIRMM-Univ. Montpellier 2, Montpellier, France","2008 15th Working Conference on Reverse Engineering","24 Oct 2008","2008","","","257","266","Object-oriented software may show signs of procedural thinking because of lack of design or due to design erosion over a period of time. We refer to such a software as procedural object-oriented code. Huge classes, scarce class hierarchies and absence of classes for domain entities are hallmarks of procedural object-oriented code. Due to huge investments in such systems, software restructuring becomes necessary. To support code modularization, it is important to identify useful domain abstractions. In this paper, we present a tool-assisted technique to identify useful abstractions and class hierarchies in procedural object-oriented code. During this task, principal classes (draft classes) are identified. Afterwards, composition and association relationships are inferred for principal classes. Lastly, Formal Concept Analysis (FCA) is used to analyze hierarchical relationships between methods and attributes within principal classes. We validated our approach on several case studies and report our results on an industrial case.","2375-5369","978-0-7695-3429-9","10.1109/WCRE.2008.58","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4656417","Reverse Engineering;Software Restructuring;Object Identification","Object recognition;Software;Lattices;Scattering;Evolution (biology);Software design;Software systems","formal languages;object-oriented languages;software engineering","procedural object-oriented code;object-oriented software;sofiware restructuring;code modularization;tool-assisted technique;principal classes;formal concept analysis","","2","","27","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
