"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automated refactoring of object oriented code into aspects","D. Binkley; M. Ceccato; M. Harman; F. Ricca; P. Tonella","Loyola College, MD, USA; ITC IRST, Trento, Italy; King''s College Hospital Medical School, London, UK; ITC IRST, Trento, Italy; ITC IRST, Trento, Italy","21st IEEE International Conference on Software Maintenance (ICSM'05)","21 Nov 2005","2005","","","27","36","This paper presents a human-guided automated approach to refactoring object oriented programs to the aspect oriented paradigm. The approach is based upon the iterative application of four steps: discovery, enabling, selection, and refactoring. After discovering potentially applicable refactorings, the enabling step transforms the code to improve refactorability. During the selection phase the particular refactorings to apply are chosen. Finally, the refactoring phase transforms the code by moving the selected code to a new aspect. This paper presents the results of an evaluation in which one of the crosscutting concerns of a 40,000 LoC program (JHotDraw) is refactored.","1063-6773","0-7695-2368-4","10.1109/ICSM.2005.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1510100","","Lab-on-a-chip;Java;Automation;Educational institutions;Functional programming;Application software;Software maintenance;Costs;Humans;Prototypes","object-oriented programming;systems re-engineering","object oriented program;aspect oriented paradigm;iterative method;automated refactoring","","25","1","27","IEEE","21 Nov 2005","","","IEEE","IEEE Conferences"
"Pointer analysis for source-to-source transformations","M. Buss; S. A. Edwards; Bin Yao; D. Waddington","Department of Computer Science, Columbia University, New York, NY, USA; Department of Computer Science, Columbia University, New York, NY, USA; Network Platforms Research Group, Lucent Technologies, Bell Laboratories, Holmdel, NJ, USA; Network Platforms Research Group, Lucent Technologies, Bell Laboratories, Holmdel, NJ, USA","Fifth IEEE International Workshop on Source Code Analysis and Manipulation (SCAM'05)","21 Nov 2005","2005","","","139","148","We present a pointer analysis algorithm designed for source-to-source transformations. Existing techniques for pointer analysis apply a collection of inference rules to a dismantled intermediate form of the source program, making them difficult to apply to source-to-source tools that generally work on abstract syntax trees to preserve details of the source program. Our pointer analysis algorithm operates directly on the abstract syntax tree of a C program and uses a form of standard dataflow analysis to compute the desired points-to information. We have implemented our algorithm in a source-to-source translation framework and experimental results show that it is practical on real-world examples.","","0-7695-2292-0","10.1109/SCAM.2005.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541166","","Algorithm design and analysis;Inference algorithms;Information analysis;Resource management;Computer science;Data analysis;Application software;Runtime;Scheduling;Target tracking","program interpreters;C language;reverse engineering;program diagnostics","pointer analysis;source-to-source transformations;inference rules;abstract syntax trees;C program;dataflow analysis;source-to-source translation","","4","","19","IEEE","21 Nov 2005","","","IEEE","IEEE Conferences"
"Transforming embedded Java code into custom tags","S. Xu; T. Dean","Queen''s University, Kingston, Canada; Queen''s University, Kingston, Canada","Fifth IEEE International Workshop on Source Code Analysis and Manipulation (SCAM'05)","21 Nov 2005","2005","","","173","182","When a new technology is introduced, the migration of existing applications to the new technology must be carefully considered. Automation can make some migrations feasible that otherwise may be too risky or expensive to be worth the advantages of the new technology. In this paper we describe a technique for migrating Web applications using embedded Java code into a custom tag implementation. The technique uses source code transformation techniques to analyze and separate the Java from the Web pages. The code is then automatically transformed to custom Java classes which are invoked from the modified Web pages containing custom tags. The result is a Web application with identical function and appearance, but where the business logic (the Java code) has been separated from the presentation (the Web pages).","","0-7695-2292-0","10.1109/SCAM.2005.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541169","","Java;Technical Activities Guide -TAG;HTML;Web pages;Logic;Application software;Automation;Costs;Software prototyping;Prototypes","program interpreters;Internet;Java","embedded Java code transformation;custom tags;Web applications;source code transformation;Web pages","","3","","15","IEEE","21 Nov 2005","","","IEEE","IEEE Conferences"
"Control flow graph reconstruction for assembly language programs with delayed instructions","N. Bermudo; A. Krall; N. Horspool","Christian Doppler Laboratory, Institut für Computersprachen, Technische Universität Wien, Austria; Christian Doppler Laboratory, Institut für Computersprachen, Technische Universität Wien, Austria; Department of Computer Science, University of Victoria, Canada","Fifth IEEE International Workshop on Source Code Analysis and Manipulation (SCAM'05)","21 Nov 2005","2005","","","107","116","Most software for embedded systems, including digital signal processing systems, is coded in assembly language. For both understanding the software and for reverse compiling it to a higher level language, we need to construct a control flow graph (CFG). However CFG construction is complicated by architectural features which include VLIW parallelism, predicated instructions and branches with delay slots. We describe an efficient algorithm for the construction of a CFG, where the parallelism has been eliminated, instructions are reordered and delay slots have been eliminated. The algorithm's effectiveness has been demonstrated by its use in a reverse compiler for the Texas Instruments C60 series of digital signal processors.","","0-7695-2292-0","10.1109/SCAM.2005.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541163","","Flow graphs;Delay;Signal processing algorithms;Embedded software;Software systems;Embedded system;Digital signal processing;Assembly systems;VLIW;Instruments","program control structures;assembly language;instruction sets;delays;reverse engineering;program compilers;flow graphs","control flow graph reconstruction;assembly language programs;delayed instructions;software understanding;reverse compiling;VLIW parallelism;Texas Instruments C60 series;digital signal processors","","4","4","15","IEEE","21 Nov 2005","","","IEEE","IEEE Conferences"
"Extending dynamic aspect mining with static information","S. Breu","University of Passau, Passau, Germany","Fifth IEEE International Workshop on Source Code Analysis and Manipulation (SCAM'05)","21 Nov 2005","2005","","","57","65","Aspect mining tries to identify crosscutting concerns in legacy systems and thus supports the refactoring into an aspect-oriented design. We briefly introduce DynAMiT, a dynamic aspect mining tool that detects crosscutting concerns based on tracing method executions. While the approach is generally fairly precise, further analysis revealed that some false positives were systematically caused by dynamic binding. Furthermore, some aspect candidates were blurred or not detected due to not-sufficient tracing mechanisms of method executions when using AspectJ's execution pointcuts for the trace generation. We enhanced the mining capabilities of DynAMiT by taking additional static type information into account and generating the traces using call pointcuts instead. In an initial case study with AnChoVis, a 1300 LOC Java program, the number of mined aspect candidates increased by a factor of three, while the number of false positives remained zero.","","0-7695-2292-0","10.1109/SCAM.2005.9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541158","","Software systems;Java;Runtime;Electronic mail;Lab-on-a-chip;Buildings;Conferences","software maintenance;data mining;object-oriented programming","legacy systems;aspect-oriented design;DynAMiT;dynamic aspect mining tool;method execution tracing;call pointcuts;AnChoVis","","6","","20","IEEE","21 Nov 2005","","","IEEE","IEEE Conferences"
"On the use of clone detection for identifying crosscutting concern code","M. Bruntink; A. van Deursen; R. van Engelen; T. Tourwe","Department of Software Engineering, Amsterdam, SJ, The Netherlands; Department of Software Engineering, Amsterdam, SJ, The Netherlands; Software Systems Development, Veldhoven, DR, The Netherlands; Department of Software Engineering, Amsterdam, SJ, The Netherlands","IEEE Transactions on Software Engineering","21 Nov 2005","2005","31","10","804","818","In systems developed without aspect-oriented programming, code implementing a crosscutting concern may be spread over many different parts of a system. Identifying such code automatically could be of great help during maintenance of the system. First of all, it allows a developer to more easily find the places in the code that must be changed when the concern changes and, thus, makes such changes less time consuming and less prone to errors. Second, it allows the code to be refactored to an aspect-oriented solution, thereby improving its modularity. In this paper, we evaluate the suitability of clone detection as a technique for the identification of crosscutting concerns. To that end, we manually identify five specific crosscutting concerns in an industrial C system and analyze to what extent clone detection is capable of finding them. We consider our results as a stepping stone toward an automated ""aspect miner"" based on clone detection.","1939-3520","","10.1109/TSE.2005.114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1542064","Index Terms- Clone detection;reverse engineering;aspect-oriented programming;crosscutting concerns;aspect mining.","Cloning;Scattering;Computer languages;Computer Society;Reverse engineering;Software systems;Programming;Automation;Application software","object-oriented programming;object-oriented methods;software maintenance;reverse engineering","clone detection;crosscutting concern code;system maintenance;aspect-oriented solution;industrial C system;aspect miner","","74","","38","IEEE","21 Nov 2005","","","IEEE","IEEE Journals"
"Analyzing the evolutionary history of the logical design of object-oriented software","Z. Xing; E. Stroulia","Computing Science Department, University of Alberta, Edmonton, AB, Canada; Computing Science Department, University of Alberta, Edmonton, AB, Canada","IEEE Transactions on Software Engineering","21 Nov 2005","2005","31","10","850","868","Today, most object-oriented software systems are developed using an evolutionary process model. Therefore, understanding the phases that the system's logical design has gone through and the style of their evolution can provide valuable insights in support of consistently maintaining and evolving the system, without compromising the integrity and stability of its architecture. In this paper, we present a method for analyzing the evolution of object-oriented software systems from the point of view of their logical design. This method relies on UMLDiff, a UML-structure differencing algorithm, which, given a sequence of UML class models corresponding to the logical design of a sequence of system code releases, produces a sequence of ""change records"" that describe the design-level changes between subsequent system releases. This change-records sequence is subsequently analyzed from the perspective of each individual system class, to produce the class-evolution profile, i.e., a class-specific change-records' sequence. Three types of longitudinal analyses - phasic, gamma, and optimal matching analysis - are applied to the class-evolution profiles to recover a high-level abstraction of distinct evolutionary phases and their corresponding styles and to identify class clusters with similar evolution trajectories. The recovered knowledge facilitates the overall understanding of system evolution and the planning of future maintenance activities. We report on one real-world case study evaluating our approach.","1939-3520","","10.1109/TSE.2005.106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1542067","Index Terms- Restructuring;reverse engineering;and reengineering.","History;Software design;Software systems;Object oriented modeling;Algorithm design and analysis;Surges;Quality management;Project management;Visualization;Documentation","object-oriented programming;object-oriented methods;Unified Modeling Language;software maintenance;software architecture;reverse engineering","object-oriented software system;evolutionary process model;system logical design;UMLDiff;UML-structure differencing algorithm;phasic analysis;gamma analysis;optimal matching analysis;software maintenance","","48","","41","IEEE","21 Nov 2005","","","IEEE","IEEE Journals"
"Refactoring the aspectizable interfaces: an empirical assessment","P. Tonella; M. Ceccato","Centro per la Ricerca Scientifica e Tecnologica, ITC IRST, Trento, Italy; Centro per la Ricerca Scientifica e Tecnologica, ITC IRST, Trento, Italy","IEEE Transactions on Software Engineering","21 Nov 2005","2005","31","10","819","832","Aspect oriented programming aims at addressing the problem of the crosscutting concerns, i.e., those functionalities that are scattered among several modules in a given system. Aspects can be defined to modularize such concerns. In this work, we focus on a specific kind of crosscutting concerns, the scattered implementation of methods declared by interfaces that do not belong to the principal decomposition. We call such interfaces aspectizable. All the aspectizable interfaces identified within a large number of classes from the Java Standard Library and from three Java applications have been automatically migrated to aspects. To assess the effects of the migration on the internal and external quality attributes of these systems, we collected a set of metrics and we conducted an empirical study, in which some maintenance tasks were executed on the two alternative versions (with and without aspects) of the same system. In this paper, we report the results of such a comparison.","1939-3520","","10.1109/TSE.2005.115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1542065","Index Terms- Aspect oriented programming;refactoring;program transformations;empirical studies.","Scattering;Java;Functional programming;Libraries;Object oriented programming;Packaging;Containers","object-oriented programming;software metrics;Java;software libraries;software quality;software maintenance;application program interfaces","aspectizable interfaces;aspect oriented programming;crosscutting concerns;Java Standard Library;software metrics;software maintenance","","26","","38","IEEE","21 Nov 2005","","","IEEE","IEEE Journals"
"Measuring fine-grained change in software: towards modification-aware change metrics","D. M. German; A. Hindle","Software Engineering Group, Department fo Computer Science, University of Victoria, Canada; Software Engineering Group, Department fo Computer Science, University of Victoria, Canada","11th IEEE International Software Metrics Symposium (METRICS'05)","24 Oct 2005","2005","","","10 pp.","28","In this paper we propose the notion of change metrics, those that measure change in a project or its entities. In particular we are interested in measuring fine-grained changes, such as those stored by version control systems (such as CVS). A framework for the classification of change metrics is provided. We discuss the idea of change metrics which are modification aware, that is metrics which evaluate the change itself and not just the change in a measurement of the system before and after the change. We then provide examples of the use of these metrics on two mature projects","1530-1435","0-7695-2371-4","10.1109/METRICS.2005.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1509306","","Software measurement;Time measurement;Software systems;Open source software;Control systems;Data visualization;Software engineering;Computer science;Particle measurements;Research and development management","configuration management;software metrics","software change;software metrics;version control systems;change metrics classification;modification aware change metrics;change evaluation","","10","1","20","IEEE","24 Oct 2005","","","IEEE","IEEE Conferences"
"On refactoring support based on code clone dependency relation","N. Yoshida; Y. Higo; T. Kamiya; S. Kusumoto; K. Inoue","Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; National Institute for Advanced Industrial Science and Technology, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan","11th IEEE International Software Metrics Symposium (METRICS'05)","24 Oct 2005","2005","","","10 pp.","16","Generally, code clones are regarded as one of the factors that make software maintenance more difficult. A code clone is a set of source code fragments identical or similar to each other from the viewpoint of software maintainability, code clones should be removed. However, sometimes there are dependency relations among each of which belong to the different code clone, and it is advisable to refactor all of such code clones at once. In this paper, we focus on the case that such code fragment corresponds to a method body in Java programs. We defined ""chained method"" as a set of methods that have dependency relations. A set of ""chained methods"" whose elements are each other's code clone is called ""chained clone"", and an equivalence class of ""chained clone"" is called a ""chained clone set"". We propose a refactoring support method for ""chained clone set"" by providing an appropriate refactoring pattern to them. Finally, we present the ""chained clone set"" refactoring support tool that we have developed, together with some case studies to show the usefulness of the proposed method","1530-1435","0-7695-2371-4","10.1109/METRICS.2005.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1509294","","Cloning;Software maintenance;Java;Application software;Information science;Computer industry;Industrial relations;Large-scale systems;Software tools;Open source software","equivalence classes;Java;object-oriented programming;reverse engineering;software maintenance","code clone dependency relation;software maintenance;source code fragments;Java programs;chained method;equivalence class;refactoring pattern","","13","1","13","IEEE","24 Oct 2005","","","IEEE","IEEE Conferences"
"REGoLive: building a Web site comprehension tool by extending GoLive","G. Gui; H. M. Kienle; H. A. Muller","Department of Computer Science, University of Victoria, Canada; Department of Computer Science, University of Victoria, Canada; Department of Computer Science, University of Victoria, Canada","Seventh IEEE International Symposium on Web Site Evolution","17 Oct 2005","2005","","","46","53","Traditionally, program comprehension functionality is implemented with stand-alone tools. As a result, software engineers typically have to switch between various tools during comprehension activities. Each of these tools has its own idiosyncratic user interface and interaction paradigm, causing an unfavorable learning curve. As a result, many program comprehension tools fail to be adopted. Software engineering activities that involve program comprehension (e.g., maintenance) require the use of forward engineering tools (e.g., compilers) as well as reverse engineering tools (e.g., class hierarchy visualizers). Thus, extending forward engineering tools such as IDEs (e.g., Eclipse) or Web authoring tools (e.g., GoLive) by seamlessly adding program comprehension functionality helps software engineers and improves the adoption of comprehension functionality. In this paper, we introduce an adoption-centric tool development approach that leverages a Web authoring tool, GoLive, by grafting functionality for Web site comprehension on top. The benefits and drawbacks of this approach from the tool-user's as well as the tool-builder's perspective are discussed.","1550-4441","0-7695-2470-2","10.1109/WSE.2005.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517980","","Reverse engineering;HTML;Software tools;Switches;Software engineering;Program processors;Visualization;Software systems;Software maintenance;Navigation","authoring systems;Web sites;reverse engineering","REGoLive;Web site comprehension tool;program comprehension;software engineering;forward engineering tool;reverse engineering tool;Web authoring tool;adoption-centric tool development approach;tool-user perspective;tool-builder perspective","","4","","32","IEEE","17 Oct 2005","","","IEEE","IEEE Conferences"
"Integrating static and dynamic analysis to improve the comprehension of existing Web applications","G. A. Di Lucca; M. Di Penta","RCOST-Research Centre on Software Technology, University of Sannio, Italy; RCOST-Research Centre on Software Technology, University of Sannio, Italy","Seventh IEEE International Symposium on Web Site Evolution","17 Oct 2005","2005","","","87","94","Web applications are today becoming more and more interactive and dynamic: the pages rendered in a browser on the client side can be dynamically built by server pages according to the user inputs or requests. Moreover, even pieces of code (e.g., client-side scripts) can be dynamically generated. The comprehension of such applications, needed to effectively perform maintenance or testing, may be very hard. Indeed, for highly dynamic Web applications, static analysis is likely to give only an imprecise and approximate picture, thus, also dynamic analysis is required to gain a proper understanding of complex and dynamic application behavior. This paper presents the integration and the enhancement of two existing Web application reverse engineering tools: one, WARE, performing static analysis, the other, WANDA, dynamic analysis. In particular, the paper shows how the integrated toolkit can be used to identify equivalence classes from groups of dynamically built client pages, with the aim of improving comprehension. To validate the proposed approach, results from a case study are presented and discussed.","1550-4441","0-7695-2470-2","10.1109/WSE.2005.8","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517985","","Application software;Performance analysis;Testing;Reverse engineering;HTML;Failure analysis;Instruments;Business continuity;Performance evaluation;Web pages","program diagnostics;Internet;authoring systems;reverse engineering;client-server systems","static analysis;dynamic analysis;Web application comprehension;reverse engineering tool;WARE tool;WANDA tool;equivalence classes;client page","","17","2","18","IEEE","17 Oct 2005","","","IEEE","IEEE Conferences"
"Towards evolving Web sites into grid services environment","Jianzhi Li; Hongji Yang","Software Technology Research Laboratory, De Montfort University, Leicester, UK; Software Technology Research Laboratory, De Montfort University, Leicester, UK","Seventh IEEE International Symposium on Web Site Evolution","17 Oct 2005","2005","","","95","102","Grid services are emerged by integrating grid computing and Web services to perform a seamless information processing system across distributed, heterogeneous, dynamic virtual organisations that the user can access from any location. The Web Service Resource Framework (WSRF) was announced as a new way for manipulating ""stateful resources"" to perform grid services. It defines the concept of ""stateful resources"" and how they can be discovered, queried and manipulated via Web services. In this paper, we proposed a grid services-oriented reengineering approach to create stateful resources from conventional HTML Web sites, which applies hierarchical cluster and wrapper techniques to extract and translate Web sites resources. It supports services identification and packaging and archives Web site evolution into grid services environment by exploiting WRSF.","1550-4441","0-7695-2470-2","10.1109/WSE.2005.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517986","","Web services;HTML;Grid computing;Information processing;Data mining;XML;Software performance;Laboratories;Packaging;Computer applications","grid computing;Web sites;systems re-engineering;formal specification","archives Web site evolution;grid services-oriented reengineering approach;grid computing;Web Service Resource Framework;stateful resources;hierarchical cluster;wrapper techniques;service identification;service packaging","","1","","24","IEEE","17 Oct 2005","","","IEEE","IEEE Conferences"
"Modernizing JavaServer Pages by Transformation","Shannon Xu; T. Dean","Queen''s University, Kingston, ONT, Canada; Queen''s University, Kingston, ONT, Canada","Seventh IEEE International Symposium on Web Site Evolution","17 Oct 2005","2005","","","111","118","One way to improve the maintainability of a web application is to separate its presentation from the business logic. Such separation not only makes a web application easier to evolve and maintain, but also allows individual developers with different skills to cooperate more efficiently. Custom tags are a recent addition to the JSP standard that helps to facilitate this separation. In this paper, we present a transform to restructure JSP pages by moving embedded Java code into custom tags without changing the original functionality or user interface. This reduces the complexity of the web applications, makes them more maintainable and makes best use different skill sets.","1550-4441","0-7695-2470-2","10.1109/WSE.2005.9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517988","","Java;HTML;Libraries;Logic;User interfaces;XML;Visual BASIC;Software prototyping;Prototypes;Debugging","Internet;Java;software maintenance;systems re-engineering","JavaServer page modernization;Web application maintainability;custom tags;JSP page restructuring","","2","1","21","IEEE","17 Oct 2005","","","IEEE","IEEE Conferences"
"Crosscutting concerns in J2EE applications","A. Mesbah; A. van Deursen","Centrum voor Wiskunde en Informatica, Netherlands; Centrum voor Wiskunde en Informatica, Netherlands","Seventh IEEE International Symposium on Web Site Evolution","17 Oct 2005","2005","","","14","21","We explore the evolution benefits of adopting aspects in a J2EE setting by studying crosscutting concerns in a typical J2EE application. To identify these concerns, we take a top-down as well as a bottom-up approach. In the top-down view we focus on typical concerns that are known to be crosscutting (e.g., persistence), the way they are currently implemented and the possible gains and benefits if solved by aspects. In the bottom-up approach we take a look at the application's source code, and apply aspect mining techniques in order to find crosscutting concerns. We discuss how such concerns can be represented in an aspect-oriented language (viz. AspectJ), and reflect on the results in terms of maintainability and evolvability of the affected system.","1550-4441","0-7695-2470-2","10.1109/WSE.2005.4","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517976","","Java;Containers;Scattering;Positron emission tomography;HTML;Logic;Management information systems;Programming;Software systems;Software development management","Java;object-oriented programming;software prototyping;software maintenance","crosscutting concerns;J2EE application;top-down approach;bottom-up approach;aspect mining techniques;aspect-oriented language;system maintainability;system evolvability;AspectJ","","9","","20","IEEE","17 Oct 2005","","","IEEE","IEEE Conferences"
"Quasi-static scheduling of independent tasks for reactive systems","J. Cortadella; A. Kondratyev; L. Lavagno; C. Passerone; Y. Watanabe","Universitat Poliltècnica de Catalunya, Barcelona, Spain; Cadence Berkeley Laboratories, San Jose, CA, USA; Politecnico di Torino, Turin, Italy; Politecnico di Torino, Turin, Italy; Cadence Berkeley Laboratories, San Jose, CA, USA","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","26 Sep 2005","2005","24","10","1492","1514","A reactive system must process inputs from the environment at the speed and with the delay dictated by the environment. The synthesis of reactive software from a modular concurrent specification model generates a set of concurrent tasks coordinated by an operating system. This paper presents a synthesis approach for reactive software that is aimed at minimizing the overhead introduced by the operating system and the interaction among the concurrent tasks. A formal model based on Petri nets is used to synthesize the tasks and verify the correctness of their composition. A practical application of the approach is illustrated by means of a real-life industrial example, which shows the significant impact of the approach on the performance of the system.","1937-4151","","10.1109/TCAD.2005.852038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1512369","Petri nets;reactivesystems;scheduling;software synthesis;specification languages","Resource management;Job shop scheduling;Operating systems;Processor scheduling;Application software;Network synthesis;Embedded system;Central Processing Unit;Digital signal processing;Field programmable gate arrays","embedded systems;scheduling;concurrency control;formal specification;Petri nets","quasistatic scheduling;independent tasks;reactive systems;reactive software synthesis;modular concurrent specification model;concurrent tasks;operating system;formal model;Petri nets;specification languages","","17","1","22","IEEE","26 Sep 2005","","","IEEE","IEEE Journals"
"Analyzing the effectiveness of fault hardening procedures","P. Gawkowski; J. Sosnowski; B. Radko","Institute of Computer Science, Warsaw University of Technology, Warsaw, Poland; Institute of Computer Science, Warsaw University of Technology, Warsaw, Poland; Institute of Computer Science, Warsaw University of Technology, Warsaw, Poland","11th IEEE International On-Line Testing Symposium","6 Sep 2005","2005","","","14","19","The paper addresses the problem of evaluating the effectiveness of fault hardening procedures based on software redundancy. We analyze the time and memory overhead of fine-grained and coarse-grained error detection and correction techniques. We check the impact of the involved overhead on fault coverage. The presented considerations are illustrated with fault injection experimental results.","1942-9401","0-7695-2406-0","10.1109/IOLTS.2005.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1498123","","Testing","fault simulation;redundancy;software fault tolerance;error correction;error detection","fault hardening;software redundancy;time overhead;memory overhead;error detection;error correction;fault coverage;fault injection","","10","","21","IEEE","6 Sep 2005","","","IEEE","IEEE Conferences"
"Supporting demanding hard-real-time systems with STI","B. J. Welch; S. O. Kanaujia; A. Seetharam; D. Thirumalai; A. G. Dean","Wireless and Event Sensing Applications Department, Sandia National Laboratories, Albuquerque, NM, USA; Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, NC, USA; NA; NA; Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, NC, USA","IEEE Transactions on Computers","29 Aug 2005","2005","54","10","1188","1202","Software thread integration (STI) is a compilation technique which enables the efficient use of an application's fine-grain idle time on generic processors without special hardware support. With STI, a primary function is automatically interleaved with a secondary function to create a single implicitly multithreaded function which minimizes context switching and, hence, both improves performance and also offers very fine-grain concurrency. In this work, we extend STI techniques to address two challenges. First, we reduce response time for interrupts or other high-priority threads by introducing polling servers into integrated threads. Second, we enable integration with long host threads, expanding the domain of STI. We derive methods to evaluate the response time for threads in systems with and without these new integration methods. We demonstrate these concepts with the integration of various threads in a sample hard-real-time system on a highly-constrained microcontroller. We use an inexpensive 20 MHz AVR 8-bit microcontroller to generate monochrome NTSC video while servicing a high-speed (115,2 kbaud) serial communication link. We have built and tested this system, achieving graphics rendering speed-ups of 3.99/spl times/ to 13.5/spl times/.","1557-9956","","10.1109/TC.2005.169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1501786","Index Terms- Software thread integration;embedded systems;fine-grain concurrency;post-pass compiler;hardware-to-software migration.","Microcontrollers;Real time systems;Program compilers","multi-threading;microcontrollers;real-time systems;program compilers;hardware-software codesign","hard-real-time system;software thread integration;fine-grain idle time;multithreaded function;highly-constrained microcontroller;AVR 8-bit microcontroller;monochrome NTSC video;serial communication link;post-pass compiler;hardware-to-software migration","","1","","55","IEEE","29 Aug 2005","","","IEEE","IEEE Journals"
"Dynamic component assessment on PvC environments","A. Flores; M. Polo","Department of Computer Science, University of Comahue, Neuquen, Argentina; Escuela Superior de Informática, Universidad de Castilla La Mancha, Ciudad Real, Spain","10th IEEE Symposium on Computers and Communications (ISCC'05)","15 Aug 2005","2005","","","955","960","We aim at automating an integration process for component-based systems. Hence we describe a reference model where its first phase (qualification) is our current work. We intend to compare components data by semantic analysis, i.e. interoperability at a semantic level. Assessment is based on meta-data added to components: their context, assertions, and interface protocol. In a previous work we showed a component interface matching. In this paper we explain the assertions matching, that uses a technique based on abstract syntax trees, which detects similar pieces of code ('clones'). We aim to enhance the procedure by a semantic component treatment using ontologies. Thus the whole assessment procedure is highly improved both on efficacy and reliability.","1530-1346","0-7695-2373-0","10.1109/ISCC.2005.56","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1493838","","Ontologies;Computer science;Qualifications;Data analysis;Protocols;Pervasive computing;Usability;Assembly;Information analysis;Cloning","meta data;protocols;tree data structures;ubiquitous computing","dynamic component assessment;semantic analysis;meta-data;interface protocol;assertions matching;abstract syntax trees;pervasive computing environment","","","","14","IEEE","15 Aug 2005","","","IEEE","IEEE Conferences"
"An anti-cloning framework for software defined radio mobile devices","A. Brawerman; J. A. Copeland","School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA","IEEE International Conference on Communications, 2005. ICC 2005. 2005","15 Aug 2005","2005","5","","3434","3438 Vol. 5","The superior reconfigurability of software defined radio mobile devices has made it the most promising technology on the wireless network and in the communication industry. Despite several advantages, there is still a lot to discuss regarding security. One of the more dangerous threats in SDR wireless communication is cloning. Besides illegal billing, cloned units increase the competition of shared resources, the network congestion and degrade network services. In this paper, an anti-cloning framework for software defined radio mobile devices is proposed. In the framework, the SDR mobile device together with the wireless operator is responsible for detecting if it has been cloned or not. Another key point is that the framework is independent of the wireless communication technology, working well for different cellular technologies and the Internet. New pieces of hardware and new protocols are specified to avoid network services being used by cloned units. Proofs that analyze correctness of the protocols and the framework are also presented.","1938-1883","0-7803-8938-7","10.1109/ICC.2005.1495058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1495058","","Software radio;Wireless communication;Protocols;Wireless networks;Communication industry;Cloning;Degradation;Communications technology;Internet;Hardware","software radio;mobile radio;telecommunication security;protocols","anti-cloning framework;software defined radio mobile devices;reconfigurability;SDR-MD security protocols;wireless operator clone detection;wireless communication technology independent framework;cellular technologies;Internet;privacy","","4","","11","IEEE","15 Aug 2005","","","IEEE","IEEE Conferences"
