"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Detecting merging and splitting using origin analysis","Lijie Zou; M. W. Godfrey","Software Architecture Group (SWAG) School of Computer Science, University of Waterloo, Canada; Software Architecture Group (SWAG) School of Computer Science, University of Waterloo, Canada","10th Working Conference on Reverse Engineering, 2003. WCRE 2003. Proceedings.","19 Apr 2004","2003","","","146","154","","1095-1350","0-7695-2027-8","10.1109/WCRE.2003.1287245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1287245","","Merging;Software systems;Software maintenance;History;Software architecture;Computer science;Information analysis;Databases;Environmental management;Software tools","","","","3","","12","IEEE","19 Apr 2004","","","IEEE","IEEE Conferences"
"Automatic grading of student's programming assignments: an interactive process and suite of programs","D. S. Morris","Division ofComputer and Information Science, State University of New Jersey, Rutgers, Piscataway, NJ, USA","33rd Annual Frontiers in Education, 2003. FIE 2003.","26 Feb 2004","2003","3","","S3F","1","A system for automatic grading of programming assignments is described here. This grading system consists of a suite of Perl and Java programs, linked by a database, and driven by an interactive, user-grader controlled grading process. The rationale for the process, the process itself-and the process's interaction-with the programs, the database, and the user himself are discussed. This grading system has the ability to discover and accommodate unanticipated solutions by means of a grading process that is highly interactive with its user-the grader. It also has the ability to automatically accommodate a wide range of simple student errors, which can easily befuddle a more naive grading system. This system has been used since the Spring 2000 semester at Rutgers University, as a core part of the students' performance evaluation activities, in the Introduction to computer science course, where it routinely grades some 300-600 weekly assignments.","0190-5848","0-7803-7961-6","10.1109/FIE.2003.1265998","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1265998","","Automatic programming;Java;Databases;Education;Automatic control;Process control;Control systems;Computer errors;Computer science;Error analysis","computer science education;Java;Perl;educational courses;educational institutions","automatic homework grading;programming assignment;Perl program;Java program;user-grader controlled grading process;process interaction;naive grading system;Rutgers University;student performance evaluation;computer science course","","20","","8","IEEE","26 Feb 2004","","","IEEE","IEEE Conferences"
"Enhancing learning success in the introductory programming course","A. Greca; V. Jovanovic; J. Harris","Department of Computer Science, Georgia Southern University, Statesboro, GA, USA; Department of Computer Science, Georgia Southern University, Statesboro, GA, USA; Department of Computer Science, Georgia Southern University, Statesboro, GA, USA","33rd Annual Frontiers in Education, 2003. FIE 2003.","19 Feb 2004","2003","1","","T4C","15","This paper is the follow up of a work-in-progress presented at FIE 2002. The goal of the work is to implement those XP practices that contribute to rapid feedback and learning. Grading is based on student achievement. However, it is very important to ensure that a student's grade is directly related to course content and the amount they have learned. In this paper we present a detailed analysis of the method used along with the assessment of the final method. We also discuss our evaluation criteria and present the results of evaluation.","0190-5848","0-7803-7961-6","10.1109/FIE.2003.1263371","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1263371","","Programming profession;Education;Feedback;Information science;Writing;Formal languages;Ethics;Computer languages;Mathematics;Computer science","educational courses;computer science education;programming;teaching;C++ language","learning success;introductory programming course;work-in-progress;FIE 2002;feedback;student grading method;teaching method","","1","","13","IEEE","19 Feb 2004","","","IEEE","IEEE Conferences"
"A software methodology for detecting hardware faults in VLIW data paths","C. Bolchini","Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy","IEEE Transactions on Reliability","21 Jan 2004","2003","52","4","458","468","The proposed methodology aims to achieve processor data paths for VLIW architectures able to autonomously detect transient and permanent hardware faults while executing their applications. The approach, carried out on the compiled application software, provides the introduction of additional instructions for controlling the correctness of the computation with respect to failures in one of the data path functional units. The advantage of a software approach to hardware fault detection is interesting because it allows one to apply it only to the critical applications executed on the VLIW architecture, thus not causing a delay in the execution of noncritical tasks. Furthermore, by exploiting the intrinsic redundancy of this class of architectures no hardware modification is required on the data path so that no processor customization is necessary.","1558-1721","","10.1109/TR.2003.821935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1260596","","Fault detection;Hardware;VLIW;Computer architecture;Application software;Delay;Computer aided instruction;Redundancy;Fault tolerance;Built-in self-test","parallel architectures;parallel machines;instruction sets;multiprocessing systems;redundancy;fault diagnosis;data flow computing;fault tolerant computing;error detection","hardware fault detection;VLIW data path;compiled application software;processor customization;noncritical task execution delay;software duplication;VLIW processor architecture","","35","","28","IEEE","21 Jan 2004","","","IEEE","IEEE Journals"
"Detection of redundant code using R/sup 2/D/sup 2/","A. M. Leitao","INESC-ID/Technical University of Lisbon, Lisboa, Portugal","Proceedings Third IEEE International Workshop on Source Code Analysis and Manipulation","20 Oct 2003","2003","","","183","192","We present the R/sup 2/D/sup 2/ redundancy detector. R/sup 2/D/sup 2/ identifies redundant code fragments on large software systems. For each pair of code fragments, R/sup 2/D/sup 2/ uses a combination of techniques ranging from syntax-based analysis to semantics-based analysis, that detect positive and negative evidences regarding the redundancy of the analyzed code fragments. These evidences are combined according to a well-defined model and fragments sufficiently redundant are reported to the user. R/sup 2/D/sup 2/ explores several techniques and heuristics to operate within reasonable time and space bounds and is designed to be extensible.","","0-7695-2005-7","10.1109/SCAM.2003.1238044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1238044","","Programming profession;Computer languages;Software systems;Writing;Detectors;Cloning;Productivity;Force measurement;Software measurement;Time measurement","program diagnostics;redundancy;programming language semantics;computational linguistics","redundant code detection;R/sup 2/D/sup 2/;retargetable redundancy;deceit detector;large software systems;syntax based analysis;semantics based analysis","","4","","20","IEEE","20 Oct 2003","","","IEEE","IEEE Conferences"
"A taxonomy and an initial empirical study of bad smells in code","M. Mantyla; J. Vanhanen; C. Lassenius","Software Business and Engineering Institute, Helsinki University of Technology, Finland; Software Business and Engineering Institute, Helsinki University of Technology, Finland; Software Business and Engineering Institute, Helsinki University of Technology, Finland","International Conference on Software Maintenance, 2003. ICSM 2003. Proceedings.","7 Oct 2003","2003","","","381","384","This paper presents research in progress, as well as tentative findings related to the empirical study of so called bad code smells. We present a taxonomy that categorizes similar bad smells. We believe that taxonomy makes the smells more understandable and recognizes the relationships between smells. Additionally, we present our initial findings from an empirical study of the use of the smells for evaluating code quality in a small Finnish software product company. Our findings indicate that the taxonomy for the smells could help explain the identified correlations between the subjective evaluations of the existence of the smells.","1063-6773","0-7695-1905-9","10.1109/ICSM.2003.1235447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1235447","","Taxonomy;Software maintenance;Software systems;Software quality;Programming;Internet;Software measurement;Cloning;Visualization;Logic","program compilers;object-oriented programming;software quality;software performance evaluation;software maintenance","taxonomy;empirical study;bad code smells;code quality;software quality;object-oriented context;correlations","","67","","17","IEEE","7 Oct 2003","","","IEEE","IEEE Conferences"
"Source-based software risk assessment","A. van Deursen; T. Kuipers","CWI, Delft University슠of슠Technology, Netherlands; Software Improvement Group, Netherlands","International Conference on Software Maintenance, 2003. ICSM 2003. Proceedings.","7 Oct 2003","2003","","","385","388","The paper reports on a method for software risk assessments that take into account ""primary facts"" and ""secondary facts"". Primary facts are those obtained through automatically analyzing the source code of a system, and secondary facts are those facts obtained from people working with or on the system, and available documentation. We describe how both types of facts are retrieved, and how we are bridging the interpretation gap from the raw facts (either primary or secondary) to a concise risk assessment, which includes recommendations to minimize the risk. This method has been developed while performing numerous risk assessments, and is continuously being fine-tuned.","1063-6773","0-7695-1905-9","10.1109/ICSM.2003.1235448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1235448","","Risk management;Packaging;Software maintenance;Software systems;Documentation;Information retrieval;Paper technology;Security;Inspection;Feedback","software reliability;software maintenance;risk management;system documentation","source based software risk assessment;system source code;documentation","","22","","9","IEEE","7 Oct 2003","","","IEEE","IEEE Conferences"
"Exploring software systems","L. Moonen","CWI, Amsterdam, Netherlands","International Conference on Software Maintenance, 2003. ICSM 2003. Proceedings.","7 Oct 2003","2003","","","276","280","Software evolution is required to keep a software system in sync with the ever-changing needs of the system's users and environment. An unfortunate side-effect of evolution is that it often causes the knowledge about a system to degrade, which in turn impedes further evolution. In the dissertation, we investigate techniques and tools that help remedy this situation by supporting the exploration of a software system and improving its legibility (Moonen, 2002). We examine the analogy with urban exploration and present innovative techniques for the extraction, abstraction, and presentation of information needed for understanding software.","1063-6773","0-7695-1905-9","10.1109/ICSM.2003.1235430","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1235430","","Software systems;Software maintenance;Software tools;Degradation;Software performance;Costs;Information technology;Impedance;Data mining;Birds","software maintenance;software process improvement;software quality;reverse engineering","software systems;software evolution;evolution side-effects;urban exploration;information extraction;information abstraction;information presentation;software understanding;software exploration","","8","","22","IEEE","7 Oct 2003","","","IEEE","IEEE Conferences"
"Populating a Release History Database from version control and bug tracking systems","M. Fischer; M. Pinzger; H. Gall","Distributed Systems Group, University of Technology, Vienna, Austria; Distributed Systems Group, University of Technology, Vienna, Austria; Distributed Systems Group, University of Technology, Vienna, Austria","International Conference on Software Maintenance, 2003. ICSM 2003. Proceedings.","7 Oct 2003","2003","","","23","32","Version control and bug tracking systems contain large amounts of historical information that can give deep insight into the evolution of a software project. Unfortunately, these systems provide only insufficient support for a detailed analysis of software evolution aspects. We address this problem and introduce an approach for populating a release history database that combines version data with bug tracking data and adds missing data not covered by version control systems such as merge points. Then simple queries can be applied to the structured data to obtain meaningful views showing the evolution of a software project. Such views enable more accurate reasoning of evolutionary aspects and facilitate the anticipation of software evolution. We demonstrate our approach on the large open source project Mozilla that offers great opportunities to compare results and validate our approach.","1063-6773","0-7695-1905-9","10.1109/ICSM.2003.1235403","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1235403","","History;Databases;Control systems;Open source software;Computer errors;Application software;Information analysis;Technological innovation;Data engineering;Systems engineering and theory","database management systems;configuration management;project management;system monitoring;software maintenance;program debugging;query processing","Release History Database;version control;bug tracking systems;historical information;software evolution;merge points;large open source project;Mozilla;database population","","231","18","23","IEEE","7 Oct 2003","","","IEEE","IEEE Conferences"
"Development and maintenance of a Web site for a Bachelor program","H. M. Kienle; A. Weber; J. Martin; H. A. Muller","Computer Science Department, University of Victoria, Victoria, Canada; ExperEdge, Victoria, Canada; Psychologisches Institut, Universität Mainz, Mainz, Germany; Computer Science Department, University of Victoria, Victoria, Canada","Fifth IEEE International Workshop on Web Site Evolution, 2003. Theme: Architecture. Proceedings.","29 Sep 2003","2003","","","20","29","This paper describes our experiences with the development and maintenance of the BSENG Web site, which provides information about a new Bachelor program for software engineering at the University of Victoria. The site's requirements lead to a design that emphasizes simplicity to ease maintenance. We used Macromedia Dreamweaver to develop the site. During development, we identified two important maintenance tasks: detection of dead links and preservation of the site's navigational structure, that are not well supported by Dreamweaver. We discuss how we use the Rigi reverse engineering environment to aid the Web site developer with these maintenance tasks.","","0-7695-2016-2","10.1109/WSE.2003.1234005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1234005","","Reverse engineering;Software engineering;Navigation;Documentation;Maintenance;Visualization;Computer science;Psychology;Software systems;Buildings","software maintenance;reverse engineering;Web design;computer science education;educational courses;educational computing;programming environments","Web development;Bachelor program;BSENG Web site;software engineering course;Macromedia Dreamweaver;Rigi;reverse engineering environment","","4","","29","IEEE","29 Sep 2003","","","IEEE","IEEE Conferences"
"Resolution of static clones in dynamic Web pages","N. Synytskyy; J. R. Cordy; T. Dean","School of Computing, Queen's University, Kingston, ONT, Canada; School of Computing, Queen's University, Kingston, ONT, Canada; School of Computing, Queen's University, Kingston, ONT, Canada","Fifth IEEE International Workshop on Web Site Evolution, 2003. Theme: Architecture. Proceedings.","29 Sep 2003","2003","","","49","56","Cloning is extremely likely to occur in Web sites, much more so than in other software. While some clones exist for valid reasons, or are too small to eliminate, cloning percentages of 30% or higher-not uncommon in Web sites-suggest that some improvements can be made. Finding and resolving the clones in Web documents is rather challenging, however: syntax errors and routine use of multiple languages complicate parsing the documents and finding clones, while lack of native code reuse tools forces the analyst to rely on other technologies for resolution. Here we present a way to find clones in Multilanguage Web documents, and resolve them using one of several code reuse techniques that are available in a dynamic Web site. Rather than picking a single resolution technique and relying on it exclusively, we pick it based on the clone in question, to minimize disruption to the structure of original documents.","","0-7695-2016-2","10.1109/WSE.2003.1234008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1234008","","Cloning;Web pages;HTML;Encapsulation;Cascading style sheets;Software maintenance;Application software;Computer languages;Libraries;Algorithms","software maintenance;Web sites;hypermedia markup languages;software tools","Web pages;static clones;multilanguage Web documents;hypertext markup language","","13","1","13","IEEE","29 Sep 2003","","","IEEE","IEEE Conferences"
"Lessons learned in Web site architectures for public utilities","D. Sun; K. Wong; D. Moise","Department of Computing Science, University of Alberta, Canada; Department of Computing Science, University of Alberta, Canada; Department of Computing Science, University of Alberta, Canada","Fifth IEEE International Workshop on Web Site Evolution, 2003. Theme: Architecture. Proceedings.","29 Sep 2003","2003","","","93","100","Web sites are complex systems. They evolve all the time and are hard to understand and be maintained. This paper discusses some issues and challenges related to Web site development and maintenance. An evolutionary three-tier Web site architecture is presented based on our experiences in building and maintaining Web-based public utility management systems. In the current public utility domain, the coexistence of regulated and deregulated markets and diverse business rules bring many challenges to software engineers to build extensible and maintainable Web-based systems. New technologies provide opportunities to meet these requirements. However, how to adopt new technologies appropriately becomes another issue. Some design and implementation tradeoffs, as well as some lessons learned are considered in this paper.","","0-7695-2016-2","10.1109/WSE.2003.1234013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1234013","","Service oriented architecture;Java;Computer architecture;Software systems;HTML;Buildings;Software maintenance;Maintenance engineering;Application software;Software architecture","software architecture;software maintenance;Web design;public utilities","Web site architecture;Web-based public utility management system;Web site maintenance;Web site development;deregulated markets;regulated markets;diverse business rules","","4","6","23","IEEE","29 Sep 2003","","","IEEE","IEEE Conferences"
