"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Better global scheduling using path profiles","C. Young; M. D. Smith","Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; Division of Engineering and Applied Sciences, Harvard University, Cambridge, MA, USA","Proceedings. 31st Annual ACM/IEEE International Symposium on Microarchitecture","6 Aug 2002","1998","","","115","123","Path profiles record the frequencies of execution paths through a program. Until now, the best global instruction schedulers have relied upon profile-gathered frequencies of conditional branch directions to select sequences of basic blocks that only approximate the frequently-executed program paths. The identified sequences are then enlarged using the profile data to improve the scope of scheduling. Finally, the enlarged regions are compacted so that they complete in a small number of cycles. Path profiles remove the need to approximate the frequently-executed paths that are so important to the success of the compaction phase. In this paper, we describe how one can modify a trace-based instruction scheduler and in particular a superblock schedule; to use path profiles in both the selection and enlargement phases of global scheduling. As our experimental results demonstrate, the use of more detailed profile data allows the scheduler to construct superblocks that are more likely to avoid early exits. This effect leads to more useful speculative code motions and an overall improvement in program performance. We also describe how a path-profile based approach can simplify the engineering of a trace-based scheduler by unifying several trace-enlargement heuristics into a single general mechanism.","1072-4451","0-8186-8609-X","10.1109/MICRO.1998.742774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=742774","","Compaction;Frequency;Hardware;Maintenance engineering","scheduling;program compilers;computer architecture","global scheduling;path profiles;scheduling;instruction scheduler;speculative code motions;program performance","","19","7","22","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Assessing the benefits of incorporating function clone detection in a development process","B. Lague; D. Proulx; J. Mayrand; E. M. Merlo; J. Hudepohl","Quality Engineering Advisors, Information Technology Procurement, Bell Canada Limited, Longueuil, QUE, Canada; NA; DGEGI Department of Electrical and Computer Engineering, École Polytechnique, Montreal, QUE, Canada; Vice-president Technology, Telsoft Ventures, Inc., Montreal, QUE, Canada; Manager, Software Reliability, Engineering and Tool Development, Nortel Technologies, Inc., Research Triangle Park, NC, USA","1997 Proceedings International Conference on Software Maintenance","15 Oct 2012","1997","","","314","321","The aim of the experiment presented in this paper is to present an insight into the evaluation of the potential benefits of introducing a function clone detection technology in an industrial software development process. To take advantage of function clone detection, two modifications to the software development process are presented. Our experiment consists of evaluating the impact that these proposed changes would have had on a specific software system if they had been applied over a 3 year period (involving 10000 person-months), where 6 subsequent versions of the software under study were released. The software under study is a large telecommunication system. In total 89 million lines of code have been analyzed. A first result showed that, against our expectations, a significant number of clones are being removed from the system over time. However, this effort is insufficient to prevent the growth of the overall number of clones in the system. In this context the first process change would have added value. We have also found that the second process change would have provided programmers with a significant number of opportunities for correcting problems before customers experienced them. This result shows a potential for improving the software system quality and customer satisfaction","1063-6773","0-8186-8013-X","10.1109/ICSM.1997.624264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5726968","","","software cost estimation;software maintenance;software metrics;software quality;telecommunication computing","customer satisfaction;experiment;function clone detection;industrial software development;process change;product assessment;programmers;software clones;software cost;software development process;software maintenance;software quality;source code metrics;telecommunication system","","96","","13","IEEE","15 Oct 2012","","","IEEE","IEEE Conferences"
"Investigating the maintenance implications of the replication of code","E. Burd; M. Munro","The Centre for Software Maintenance, University of Durham, Durham, UK; The Centre for Software Maintenance, University of Durham, Durham, UK","1997 Proceedings International Conference on Software Maintenance","15 Oct 2012","1997","","","322","329","This paper describes an investigation into the use of code replication within legacy software systems. Two cases of replication are investigated. These are replication with an individual program and replication of an entire or part of a program across a program suite. For each of the cases an example is given from code used within the commercial sector. The instances of replication are then investigated and the implication of their occurrences within the code on the maintenance process are considered. The reasons why code replication is not a form of software reuse are discussed. Finally this paper investigates whether, with reengineering, areas of high usage of code replication are potential candidates for reuse","1063-6773","0-8186-8013-X","10.1109/ICSM.1997.624265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5726969","","","software maintenance;software management;software reusability;systems re-engineering","code replication;commercial sector;legacy software systems;program replication;program suite;reengineering;software maintenance;software reuse","","9","","12","IEEE","15 Oct 2012","","","IEEE","IEEE Conferences"
"The software bookshelf","P. J. Finnigan; R. C. Holt; I. Kalas; S. Kerr; K. Kontogiannis; H. A. Muller; J. Mylopoulos; S. G. Perelgut; M. Stanley; K. Wong","IBM Software Solutions Division, Toronto Laboratory, North York, ONT, Canada; Department of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Centre for Advanced Studies, IBM Software SolutionsDivision, Toronto Laboratory, North York, ONT, Canada; Department of Computer Science, University of Toronto, Toronto, ONT, Canada; Department of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Department of Computer Science, University of Victoria, P.O. Box 3055, MS-7209, B.C., Canada V8W 3P6; Department of Computer Science, University of Toronto, Toronto, ONT, Canada; IBM Software Solutions Division, Toronto Laboratory, North York, ONT, Canada; Technical Knowledge Systems lnc., Toronto, ONT, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada","IBM Systems Journal","6 Apr 2010","1997","36","4","564","593","Legacy software systems are typically complex, geriatric, and difficult to change, having evolved over decades and having passed through many developers. Nevertheless, these systems are mature, heavily used, and constitute massive corporate assets. Migrating such systems to modern platforms is a significant challenge due to the loss of information over time. As a result, we embarked on a research project to design and implement an environment to support software migration. In particular, we focused on migrating legacy PL/I source code to C++, with an initial phase of looking at redocumentation strategies. Recent technologies such as reverse engineering tools and World Wide Web standards now make it possible to build tools that greatly simplify the process of redocumenting a legacy software system. In this paper we introduce the concept of a software bookshelf as a means to capture, organize, and manage information about a legacy software system. We distinguish three roles directly involved in the construction, population, and use of such a bookshelf: the builder, the librarian, and the patron. From these perspectives, we describe requirements for the bookshelf, as well as a generic architecture and a prototype implementation. We also discuss various parsing and analysis tools that were developed and integrated to assist in the recovery of useful information about a legacy system. In addition, we illustrate how a software bookshelf is populated with the information of a given software project and how the bookshelf can be used in a program-understanding scenario. Reported results are based on a pilot project that developed a prototype bookshelf for a software system consisting of approximately 300K lines of code written in a PL/I dialect.","0018-8670","","10.1147/sj.364.0564","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5387168","","","","","","134","2","","","6 Apr 2010","","","IBM","IBM Journals"
"Unconstraining genericity","M. Evered","University of Ulm (EBS), Germany","Proceedings. Technology of Object-Oriented Languages. TOOLS 24 (Cat. No.97TB100240)","6 Aug 2002","1997","","","340","349","Generic classes and especially generic collection libraries can be of great benefit for efficient software production. Constrained genericity is used to guarantee that the type provided as a parameter to a generic class such as a sorted list will offer the methods that class requires. We argue that constrained genericity is not really the appropriate mechanism for this purpose since it restricts a generic class to one kind of use for each element type. We introduce the concept of 'generic procedure parameters' which allow the properties of a collection class to be specified in the instantiation rather than via the properties of the elements. We show that the concept is very efficiently implementable, more powerful than constrained genericity and more useful for the practical construction of complex data collections.","","0-8186-8551-4","10.1109/TOOLS.1997.713561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=713561","","Proposals;Java;Production;Software reusability;Object oriented programming;Packaging;Safety;Data structures;Software libraries;Computer languages","object-oriented programming;software reusability;software libraries","generic classes;generic collection libraries;software production;constrained genericity;sorted list;generic procedure parameters;complex data collections;object oriented programming;software reuse","","2","","24","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Identifying objects in legacy systems","A. Cimitile; A. De Lucia; G. A. Di Lucca; A. R. Fasolino","Dipartimento di Ingegneria dellInformazione ed Ingegneria Elettrica, Faculty of Engineering, Benevento, University of Salerno, Benevento, Italy; Dipartimento di Ingegneria dellInformazione ed Ingegneria Elettrica, Faculty of Engineering, Benevento, University of Salerno, Benevento, Italy; Dipartimento di Informatica e Sistemistica, University of Naples Federico II, Naples, Italy; Dipartimento di Informatica e Sistemistica, University of Naples Federico II, Naples, Italy","Proceedings Fifth International Workshop on Program Comprehension. IWPC'97","6 Aug 2002","1997","","","138","147","We present an approach to decomposing legacy systems written in procedural languages into objects. The identification of the objects is centred around persistent data scores, such as files or tables in the database, while programs and subroutines are candidate to implement object methods. The approach proposed for assigning programs and subroutines as object methods exploits object oriented design metrics. The rationale behind this choice is that any object oriented decomposition of a legacy system should not lead to a poor design, as this would make the reengineered system more difficult to maintain.","1092-8138","0-8186-7993-X","10.1109/WPC.1997.601281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=601281","","Object oriented modeling;Software systems;Algorithms;Costs;Production systems;Software maintenance;Object oriented databases;Design methodology;Open systems;Encapsulation","software maintenance;object-oriented programming;software metrics;systems re-engineering;data structures","legacy systems decomposition;procedural languages;persistent data scores;object identification;object methods;subroutines;object oriented design metrics;object oriented decomposition;reengineered system;software maintenance","","18","","20","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Entropic bounds on FSM switching","A. Tuagi","Dept. of Comput. Sci., Iowa State Univ., Ames, IA, USA","IEEE Transactions on Very Large Scale Integration (VLSI) Systems","6 Aug 2002","1997","5","4","456","464","Several state assignment algorithms have attempted to minimize the average Hamming distance per transition in the hopes of generating low power assignments. There has not been a reasonable theoretical lower bound on the average Hamming distance per transition that is applicable to every state assignment for a given finite state machine (FSM). Such a lower bound serves many roles-a target for algorithm designers, provides clues about what types of FSM structures are likely to have low average switching per transition, could be incorporated into a high-level power model. We provide two such lower bounds which were also found to be achievable empirically within 17% for MCNC benchmarks. An interesting byproduct of one of these 'theoretical' lower bounds was a greedy state assignment algorithm which is amenable to a very distributed (parallel) implementation. This algorithm also outperforms JEDI by 2.5% for area and by 21% for power over MCNC benchmarks.","1557-9999","","10.1109/92.645072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=645072","","Hamming distance;Entropy;Steady-state;Automata;Probability distribution;Information theory;Turning;Logic;Power generation;Algorithm design and analysis","finite state machines;state assignment;Hamming codes;entropy","FSM switching;state assignment algorithms;average Hamming distance;lower bound;high-level power model;MCNC benchmarks;greedy state assignment;parallel implementation","","7","1","18","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Cots initiative and cost of S/W for aging avionics upgrades","W. A. Hanna","McDonnell Douglas Aerospace MC S064 2374, Advanced Systems and Technology Phantom Works, Saint Louis, MO, USA","16th DASC. AIAA/IEEE Digital Avionics Systems Conference. Reflections to the Future. Proceedings","6 Aug 2002","1997","1","","1.1","1","Tremendous progress has been made in electronic H/W upgrade methodology through the use of reverse engineering; VHDL (VHSIC H/W Description Language); and H/W modeling, simulation, and synthesis tools. There are striking similarities between electronic H/W and S/W design methods due to the increasing popularity of modeling and simulation tools in both areas. In this paper we attempt to apply successful H/W modeling and simulation methodology to S/W upgrades for achieving affordable fast turn around S/W upgrades. The concepts of OOC/OOD (Object Oriented Coding/Object Oriented Design), S/W Wrappers, S/W Partitioning, and Plug and Play are also exploited for fast turnaround and affordable S/W upgrades. 40-60% cost reduction is achievable for both H/W and S/W development based on COTS approach and affordability measures. Commonality among platforms can add even more cost savings to both development and long term (20-30 years) maintenance of fielded upgrades based on the proposed methodology. The paper covers many of the areas that can influence S/W schedule and cost improvements. Some of the opinions presented need validation through R&D based on the proposed S/W upgrade methodology.","","0-7803-4150-3","10.1109/DASC.1997.635005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=635005","","Costs;Aging;Aerospace electronics;Object oriented modeling;Backplanes;Computer displays;Standards development;Operating systems;Software libraries;Military computing","avionics;economics;maintenance engineering;military computing;software management;object-oriented methods;aerospace computing","aging avionics upgrades;H/W upgrade methodology;VHSIC H/W Description Language;modeling;simulation;Object Oriented Coding;Object Oriented Design;S/W Wrappers;S/W Partitioning;Plug and Play;cost reduction;long term maintenance;fielded upgrades;Ada;C language;20 to 30 y","","","","9","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Location, identity and wireless fraud detection","S. Patel","Lucent Technologies, Wireless Secure Communications Laboratory, Whippany, NJ, USA","1997 IEEE International Conference on Personal Wireless Communications (Cat. No.97TH8338)","6 Aug 2002","1997","","","515","521","The detection of fraud in wireless systems is made easier when the network is continuously aware of the location of mobile handsets. For existing cellular systems, location awareness requires handsets to be powered on. We explore ways to exploit the autonomous registration capabilities of handsets in order to detect the presence of illegitimate clones. Throughout the paper, location awareness is used as a new paradigm for organizing new and existing fraud detection techniques.","","0-7803-4298-4","10.1109/ICPWC.1997.655573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=655573","","Cloning;Telephone sets;Communication system security;Authentication;Mobile radio mobility management;Databases;Base stations;Communications technology;Wireless communication;Mobile communication","cellular radio;land mobile radio;fraud;tracking;radio networks;cryptography;protocols","wireless fraud detection;mobile handsets location;cellular systems;location awareness;illegitimate clones;home location register;mobile switching center;visitor location register;wireless network;cryptographic protocols","","2","4","3","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Lazy arithmetic","D. Michelucci; J. . -M. Moreau","Laboratoire LISSE, Ecole des Mines de Saint Etienne, Saint-Etienne, France; Laboratoire LISSE, Ecole des Mines de Saint Etienne, Saint-Etienne, France","IEEE Transactions on Computers","6 Aug 2002","1997","46","9","961","975","Finite-precision leads to many problems in geometric methods from CAD or Computational Geometry. Until now, using exact rational arithmetic was a simple, yet much too slow, solution to be of any practical use in real-scale applications. A recent optimization-the lazy rational arithmetic-seems promising: It defers exact computations until they become either unnecessary (in most cases) or unavoidable; in such a context, only indispensable computations are performed exactly, that is, those without which any given decision cannot be reached safely using only floating-point arithmetic. This paper takes stock of the lazy arithmetic paradigm: principles, functionalities and limits, speed, possible variants and extensions, difficulties, problems solved or left unresolved.","1557-9956","","10.1109/12.620478","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=620478","","Computational geometry;Solid modeling;Digital arithmetic;Character generation;Floating-point arithmetic;Robustness;Signal design;Calculus;Cryptography;Application software","computational geometry;digital arithmetic","geometric methods;exact rational arithmetic;lazy rational arithmetic;computational geometry;hash coding;interval arithmetic;robustness;lazy arithmetic;inconsistencies","","12","","44","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Evaluation experiments on the detection of programming patterns using software metrics","K. Kontogiannis","Department of Electrical & Computer Engineering, University of Waterloo, Waterloo, ONT, Canada","Proceedings of the Fourth Working Conference on Reverse Engineering","6 Aug 2002","1997","","","44","54","Cloning of code fragments in large systems is a common practice that may result in redundant code, higher maintenance costs, and less modular systems. The paper examines and evaluates the use of five data and control flow related metrics for identifying similar code fragments. The metrics are used as signatures for a code fragment. Matching on such signatures results in fast matching that can be used to locate instances of code cloning even in the presence of modifications such as changes in variable names, and insertion of statements. The paper takes an information retrieval approach and reports on experiments conducted for retrieving code fragments in three different software systems.","","0-8186-8162-4","10.1109/WCRE.1997.624575","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=624575","","Software metrics;Cloning;Pattern matching;Software systems;Software maintenance;Euclidean distance;Costs;Electric variables control;Information retrieval;Clustering algorithms","software metrics;software reusability;software maintenance;pattern matching;software performance evaluation","evaluation experiments;programming pattern detection;software metrics;code fragment cloning;redundant code;maintenance costs;modular systems;control flow related metrics;similar code fragments;signature matching;fast matching;code cloning;variable names;information retrieval approach;code fragment retrieval;software systems","","55","","26","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Experiment on the automatic detection of function clones in a software system using metrics","Mayrand; Leblanc; Merlo","Telsoft Ventures, Inc., Montreal, QUE, Canada; Information Technology, Procurement Bell Canada, Longueuil, QUE, Canada; Department of Electrical and Computer Engineering, Ecole Polytechnique, Montreal, QUE, Canada","1996 Proceedings of International Conference on Software Maintenance","6 Aug 2002","1996","","","244","253","This paper presents a technique to automatically identify duplicate and near duplicate functions in a large software system. The identification technique is based on metrics extracted from the source code using the tool Datrix/sup TM/. This clone identification technique uses 21 function metrics grouped into four points of comparison. Each point of comparison is used to compare functions and determine their cloning level. An ordinal scale of eight cloning levels is defined. The levels range from an exact copy to distinct functions. The metrics, the thresholds and the process used are fully described. The results of applying the clone detection technique to two telecommunication monitoring systems totaling one million lines of source code are provided as examples. The information provided by this study is useful in monitoring the maintainability of large software systems.","1063-6773","0-8186-7677-9","10.1109/ICSM.1996.565012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=565012","","Software metrics","software metrics","function clone detection;software metrics;duplicate function identification;large software system;source code;Datrix tool;clone identification technique;cloning level;thresholds;telecommunication monitoring systems;software maintainability","","260","2","13","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Binary translation: static, dynamic, retargetable?","Cifuentes; Malhotra","Department of Computer Science, University of Queensland, Brisbane, Australia; Department of Computer Science, University of Tasmania, Hobart, Australia","1996 Proceedings of International Conference on Software Maintenance","6 Aug 2002","1996","","","340","349","The porting of software to newer and faster machines using static binary translation techniques has proved successful to a large extent. Current binary translators are static in nature and require a runtime environment to successfully support the execution of the translated programs on the new machine. On the other hand, dynamic binary translation has not been considered as an alternative to static translation-the authors argue that these translators can achieve at least the same performance as static translators but will require a simpler runtime environment. The paper presents techniques used to migrate legacy software running on register-based machines of the last 10 to 15 years to modern RISC machines. They have developed a second-generation disassembler to aid in the construction of a retargetable binary translation front-end. Retargetability of binary translators is on issue that has nor been addressed in present translators.","1063-6773","0-8186-7677-9","10.1109/ICSM.1996.565037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=565037","","Software portability","software portability","software porting;static binary translation techniques;runtime environment;translated program execution;dynamic binary translation;legacy software migration;register-based machines;RISC machines;second-generation disassembler;retargetable binary translation front-end","","35","12","34","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Correctness, efficiency, extendability and maintainability in neural network simulation","S. Lawrence; Ah Chung Tsoi; C. L. Giles","NEC Research Institute, Inc., Princeton, NJ, USA; Electrical and Computer Engineering, University of Queensland, Saint Lucia, Australia; NEC Research Institute, Inc., Princeton, NJ, USA","Proceedings of International Conference on Neural Networks (ICNN'96)","6 Aug 2002","1996","1","","474","479 vol.1","A large number of neural network simulators are publicly available to researchers. However, when a new paradigm is being developed, as is often the case, the advantages of using existing simulators decrease, causing most researchers to write their own software. It has been estimated that 85% of neural network researchers write their own simulators. We present techniques and principles for the implementation of neural network simulators. First and foremost, we discuss methods for ensuring the correctness of results-avoiding duplication, automating common tasks, using assertions liberally, implementing reverse algorithms, employing multiple algorithms for the same task, and using extensive visualization. Secondly, we discuss efficiency concerns, including using appropriate granularity object-oriented programming, and pre-computing information whenever possible.","","0-7803-3210-5","10.1109/ICNN.1996.548939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=548939","","Intelligent networks;Neural networks;Object oriented modeling;Computational modeling;Computer simulation;National electric code;Computer networks;Maintenance engineering;Australia;Visualization","neural nets","maintainability;neural network simulation;extendability;reverse algorithms;efficiency;object-oriented programming;specification","","1","","13","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Entropic bounds on FSM switching","A. Tyagi","Department of Computer Science, Iowa State University, Ames, IA, USA","Proceedings of 1996 International Symposium on Low Power Electronics and Design","6 Aug 2002","1996","","","323","328","Several state assignment algorithms have attempted to minimize the average Hamming distance per transition in the hopes of generating low power assignments. There has not been a reasonable theoretical lower bound on the average Hamming distance per transition that is applicable to every state assignment for a given FSM. Such a lower bound serves many roles-a target for algorithm designers, provides clues about what types of FSM structures ore likely to have low average switching per transition, could be incorporated into a high-level power model. We provide two such lower bounds which were also found to be achievable empirically within 17% for MCNC benchmarks. An interesting by product of one of these 'theoretical' lower bounds was a greedy state assignment algorithm which is amenable to a very distributed (parallel) implementation. This algorithm also outperforms JEDI by 2.5% for area and by 21% for power over MCNC benchmarks.","","0-7803-3571-6","10.1109/LPE.1996.547533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=547533","","Hamming distance;Steady-state;Entropy;Probability distribution;Computer science;Power generation;Algorithm design and analysis;Upper bound;Turning","entropy;finite state machines;state assignment;Hamming codes","entropic bounds;FSM switching;state assignment algorithms;Hamming distance;MCNC benchmarks;greedy algorithm","","2","","13","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Engineering applications of the self-organizing map","T. Kohonen; E. Oja; O. Simula; A. Visa; J. Kangas","Neural Networks Research Centre, Helsinki University of Technology, Espoo, Finland; Aalto-yliopisto Insinooritieteiden korkeakoulu, Aalto, FI; Neural Networks Res. Centre, Helsinki Univ. of Technol., Espoo, Finland; Aalto-yliopisto Insinooritieteiden korkeakoulu, Aalto, FI; Neural Networks Res. Centre, Helsinki Univ. of Technol., Espoo, Finland","Proceedings of the IEEE","6 Aug 2002","1996","84","10","1358","1384","The self-organizing map (SOM) method is a new, powerful software tool for the visualization of high-dimensional data. It converts complex, nonlinear statistical relationships between high-dimensional data into simple geometric relationships on a low-dimensional display. As it thereby compresses information while preserving the most important topological and metric relationships of the primary data elements on the display, it may also be thought to produce some kind of abstractions. The term self-organizing map signifies a class of mappings defined by error-theoretic considerations. In practice they result in certain unsupervised, competitive learning processes, computed by simple-looking SOM algorithms. Many industries have found the SOM-based software tools useful. The most important property of the SOM, orderliness of the input-output mapping, can be utilized for many tasks: reduction of the amount of training data, speeding up learning nonlinear interpolation and extrapolation, generalization, and effective compression of information for its transmission.","1558-2256","","10.1109/5.537105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=537105","","Software tools;Displays;Power engineering and energy;Application software;Data visualization;Computer errors;Computer industry;Industrial relations;Training data;Interpolation","self-organising feature maps;unsupervised learning;data visualisation;data compression;interpolation;extrapolation;pattern recognition;engineering computing;robots","engineering applications;self-organizing map;software tool;data visualization;orderliness;pattern recognition;data compression;abstractions;unsupervised competitive learning;input-output mapping;interpolation;extrapolation;robotics","","586","8","197","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Towards a framework for program understanding","S. R. Tilley; S. Paul; D. B. Smith","Software Engineering Institute, Carnegie Mellon University, USA; Center for Software Engineering, IBM Thomas J. Watson Research Center; Software Engineering Institute, Carnegie Mellon University, USA","WPC '96. 4th Workshop on Program Comprehension","6 Aug 2002","1996","","","19","28","The paper describes an initial conceptual framework for the classification of reverse engineering tools and techniques that aid program understanding. It is based on a description of the canonical activities that are characteristic of the reverse engineering process. A descriptive model is presented that categorizes important support mechanism features based on a hierarchy of attributes.","1092-8138","0-8186-7283-8","10.1109/WPC.1996.501117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=501117","","Reverse engineering;Software engineering;Software maintenance;Programming profession;Cognition;Relational databases","reverse engineering;computer aided software engineering;cognitive systems","program understanding framework;reverse engineering tools;canonical activities;descriptive model;support mechanism features;attribute hierarchy","","41","2","23","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Reverse engineering data requirements","M. A. Hoffman; D. L. Carver","Department of Computer Science, Louisiana State University, Baton Rouge, LA, USA; Department of Computer Science, Louisiana State University, Baton Rouge, LA, USA","1996 IEEE Aerospace Applications Conference. Proceedings","6 Aug 2002","1996","2","","269","277 vol.2","This paper describes some of the difficulties involved in migrating a flat file database accounting system to a relational platform. Included in the discussion are such factors as data reengineering, data collection processing and partial reengineering of legacy systems. We present a case study which was undertaken on a large scale flat file database system. We discuss possible solutions to the problems.","","0-7803-3196-6","10.1109/AERO.1996.495931","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=495931","","Reverse engineering;Relational databases;Large-scale systems;Database systems;Software systems;Computer languages;Computer science;Computer aided software engineering;Costs;Software design","reverse engineering;software engineering","flat file database accounting;relational platform;data reengineering;data collection processing;partial reengineering;legacy systems;Datatrieve language;file structure;data collection","","2","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Two applications of parallel processing in power system computation","C. Lemaitre; B. Thomas","Research and Development Division, Electricité de France, Clamart, France; Research and Development Division, Electricité de France, Clamart, France","IEEE Transactions on Power Systems","6 Aug 2002","1996","11","1","246","253","This paper discusses performance improvements achieved in two power system software modules through the use of parallel processing techniques. The first software module, EVARISTE, outputs a voltage stability indicator for various power system situations. This module was designed for extended real-time use and is therefore required to give guaranteed response times. The second module, MEXICO, assesses power system reliability and operating costs by simulating a large number of contingencies for generation and transmission equipment. This module, used for power system planning purposes, uses a Monte-Carlo method to build the various system states, and makes heavy demands on CPU time for running simulations. Like many power system computation packages, both software modules are well-suited to coarse-grain parallel processing. The first module was parallelized on a distributed-memory machine and the second on a shared-memory machine. In this paper, we start by giving a description of the parallelization process used in these two cases, then go on to give details on the performance levels achieved, discussing aspects of programming, parameter selection (number of situations processed, number of processors), and machine characteristics (limitations due to interprocessor communications network, for instance).","1558-0679","","10.1109/59.486102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=486102","","Parallel processing;Power systems;Concurrent computing;Power system stability;Power system reliability;Power system simulation;Power system planning;Computational modeling;Application software;Software performance","power system analysis computing;power system stability;power system reliability;economics;power system planning;parallel processing;distributed memory systems;shared memory systems;Monte Carlo methods","parallel processing;power system computation;power system software modules;EVARISTE;voltage stability indicator;extended real-time use;MEXICO;power system reliability;power system operating costs;transmission equipment;generation equipment;Monte-Carlo method;power system planning;coarse-grain parallel processing;distributed-memory machine;shared-memory machine;parallelization process;programming;parameter selection","","12","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Two applications of parallel processing in power system computation","C. Lemaitre; B. Thomas","Research and Development Division, Electricitð de France, France; Research and Development Division, Electricitð de France, France","Proceedings of Power Industry Computer Applications Conference","6 Aug 2002","1995","","","62","69","This paper discusses performance improvements achieved in two power system software modules through the use of parallel processing techniques. The first software module, EVARISTE outputs a voltage stability indicator for various power system situations. This module was designed for extended real-time use and is therefore required to give guaranteed response times. The second module, MEXICO, assesses power system reliability and operating costs by simulating a large number of contingencies for generation and transmission equipment. This module, used for power system planning purposes, uses a Monte-Carlo method to build the various power system states, and makes heavy demands on CPU time for running simulations. Like many power system computation packages, both software modules are well-suited to coarse-grain parallel processing. The first module was parallelized on a machine capable of integrating up to thirty-two processors. The distributed-memory machine and the second on a shared-memory machine. In this paper, the authors start by a description of the n process used in these two cases, then go on to give details on the performance levels achieved, discussing aspects of programming, parameter selection (number of situations processed, number of processors), and machine characteristics (limitations due to interprocessor communications network, for instance).","","0-7803-2663-6","10.1109/PICA.1995.515166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=515166","","Parallel processing;Power systems;Concurrent computing;Power system reliability;Power system simulation;Power system stability;Power system planning;Computational modeling;Application software;Software performance","power system analysis computing;power system planning;power system stability;power system reliability;economics;digital simulation;parallel processing;real-time systems;Monte Carlo methods;software packages","power system computation;parallel processing;computer simulation;software modules;EVARISTE;MEXICO;voltage stability indicator;real-time;response times;power system reliability;power system operating costs;contingencies;generation;transmission;power system planning;Monte-Carlo method;CPU time;coarse-grain processing;distributed-memory machine;shared-memory machine;performance;parameter selection","","1","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
